Y:/code/hippoID/data/hippo-pretrain-2-retina/test/i-16-_jpg.rf.007ced4f6645c5b575c28ad4b7a7ec8b.jpg,200,58,378,366,hippo
Y:/code/hippoID/data/hippo-pretrain-2-retina/test/i-16-_jpg.rf.007ced4f6645c5b575c28ad4b7a7ec8b.jpg,8,55,199,383,hippo
Y:/code/hippoID/data/hippo-pretrain-2-retina/test/2022-02-11_13-32-30_png.rf.01549ce1ff78c903ff16b946986c71fb.jpg,116,53,352,167,hippo
Y:/code/hippoID/data/hippo-pretrain-2-retina/test/2022-02-11_13-32-30_png.rf.01549ce1ff78c903ff16b946986c71fb.jpg,485,39,1033,213,hippo
Y:/code/hippoID/data/hippo-pretrain-2-retina/test/2022-02-11_13-32-30_png.rf.01549ce1ff78c903ff16b946986c71fb.jpg,979,80,1331,176,hippo
Y:/code/hippoID/data/hippo-pretrain-2-retina/test/2022-02-11_13-32-30_png.rf.01549ce1ff78c903ff16b946986c71fb.jpg,808,136,1501,273,hippo
Y:/code/hippoID/data/hippo-pretrain-2-retina/test/2022-02-11_13-32-30_png.rf.01549ce1ff78c903ff16b946986c71fb.jpg,8,164,201,293,hippo
Y:/code/hippoID/data/hippo-pretrain-2-retina/test/2022-02-11_13-32-30_png.rf.01549ce1ff78c903ff16b946986c71fb.jpg,155,154,643,344,hippo
Y:/code/hippoID/data/hippo-pretrain-2-retina/test/2022-02-11_13-32-30_png.rf.01549ce1ff78c903ff16b946986c71fb.jpg,705,260,1570,396,hippo
Y:/code/hippoID/data/hippo-pretrain-2-retina/test/2022-02-11_13-32-30_png.rf.01549ce1ff78c903ff16b946986c71fb.jpg,276,316,753,459,hippo
Y:/code/hippoID/data/hippo-pretrain-2-retina/test/2022-02-11_13-32-30_png.rf.01549ce1ff78c903ff16b946986c71fb.jpg,838,357,1505,549,hippo
Y:/code/hippoID/data/hippo-pretrain-2-retina/test/2022-02-11_13-32-30_png.rf.01549ce1ff78c903ff16b946986c71fb.jpg,652,366,1101,639,hippo
Y:/code/hippoID/data/hippo-pretrain-2-retina/test/2022-02-11_13-32-30_png.rf.01549ce1ff78c903ff16b946986c71fb.jpg,162,454,669,631,hippo
Y:/code/hippoID/data/hippo-pretrain-2-retina/test/2022-02-11_13-32-30_png.rf.01549ce1ff78c903ff16b946986c71fb.jpg,1218,481,1624,716,hippo
Y:/code/hippoID/data/hippo-pretrain-2-retina/test/2022-02-11_13-32-30_png.rf.01549ce1ff78c903ff16b946986c71fb.jpg,464,563,1265,776,hippo
